ext_reference_cleaned|School|Region|construct|question|question_header|question_subheader|answer_type|count_met|count_students|pct_met|report_group|student_group|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_students_og|suppression_notes|year
|All Schools|All Regions|PS|q02c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|458|991|0.462159434914228|First Generation Status|First Generation|0|2|0|0|0|458|991|na|2024
|All Schools|All Regions|PS|q02c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|10|53|0.188679245283019|Gender|Other/Prefer Not to Say|0|1|0|0|0|10|53|na|2024
|All Schools|All Regions|PS|q02c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|82|125|0.656|Gender|Unknown|0|2|0|0|0|82|125|na|2024
|All Schools|All Regions|PS|q02c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|185|517|0.357833655705996|Gender|Male|0|3|0|0|0|185|517|na|2024
|All Schools|All Regions|PS|q02c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|363|712|0.509831460674157|Gender|Female|0|4|0|0|0|363|712|na|2024
|All Schools|All Regions|PS|q02c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|99|209|0.473684210526316|Grade Level|10th Grade|0|1|0|0|0|99|209|na|2024
|All Schools|All Regions|PS|q02c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|119|324|0.367283950617284|Grade Level|9th Grade|0|2|0|0|0|119|324|na|2024
|All Schools|All Regions|PS|q02c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|193|431|0.447795823665893|Grade Level|11th Grade|0|3|0|0|0|193|431|na|2024
|All Schools|All Regions|PS|q02c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|229|443|0.516930022573363|Grade Level|12th Grade|0|4|0|0|0|229|443|na|2024
|All Schools|All Regions|PS|q02c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|21|33|0.636363636363636|Race/Ethnicity|Asian/Asian American|0|1|0|0|0|21|33|na|2024
|All Schools|All Regions|PS|q02c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|35|90|0.388888888888889|Race/Ethnicity|Black/African American|0|2|0|0|0|35|90|na|2024
|All Schools|All Regions|PS|q02c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|82|134|0.611940298507463|Race/Ethnicity|Unknown|0|3|0|0|0|82|134|na|2024
|All Schools|All Regions|PS|q02c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|150|276|0.543478260869565|Race/Ethnicity|White|0|4|0|0|0|150|276|na|2024
|All Schools|All Regions|PS|q02c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|143|323|0.442724458204334|Race/Ethnicity|Multiracial|0|5|0|0|0|143|323|na|2024
|All Schools|All Regions|PS|q02c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|209|551|0.379310344827586|Race/Ethnicity|Hispanic/Latine/x|0|6|0|0|0|209|551|na|2024
|All Schools|All Regions|PS|q02c|How much do you know about the following post-high school options?|Apprenticeship (a paid job that provides both hands-on experience and classroom instruction in a specific field)|Knowledgeable|408|997|0.409227683049147|Race/Ethnicity|Students of Color|0|7|0|0|0|408|997|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|732|1407|0.520255863539446|All|All|0|1|0|0|0|732|1407|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|268|416|0.644230769230769|First Generation Status|Not First Generation|0|1|0|0|0|268|416|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|464|991|0.468213925327952|First Generation Status|First Generation|0|2|0|0|0|464|991|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|10|53|0.188679245283019|Gender|Other/Prefer Not to Say|0|1|0|0|0|10|53|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|0|125|0|Gender|Unknown|0|2|0|0|0|0|125|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|314|517|0.607350096711799|Gender|Male|0|3|0|0|0|314|517|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|408|712|0.573033707865168|Gender|Female|0|4|0|0|0|408|712|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|100|209|0.478468899521531|Grade Level|10th Grade|0|1|0|0|0|100|209|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|102|324|0.314814814814815|Grade Level|9th Grade|0|2|0|0|0|102|324|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|257|431|0.596287703016241|Grade Level|11th Grade|0|3|0|0|0|257|431|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|273|443|0.616252821670429|Grade Level|12th Grade|0|4|0|0|0|273|443|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|25|33|0.757575757575758|Race/Ethnicity|Asian/Asian American|0|1|0|0|0|25|33|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|51|90|0.566666666666667|Race/Ethnicity|Black/African American|0|2|0|0|0|51|90|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|0|134|0|Race/Ethnicity|Unknown|0|3|0|0|0|0|134|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|252|276|0.91304347826087|Race/Ethnicity|White|0|4|0|0|0|252|276|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|212|323|0.656346749226006|Race/Ethnicity|Multiracial|0|5|0|0|0|212|323|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|192|551|0.348457350272232|Race/Ethnicity|Hispanic/Latine/x|0|6|0|0|0|192|551|na|2024
|All Schools|All Regions|PS|q02d|How much do you know about the following post-high school options?|4-year degree or higher|Knowledgeable|480|997|0.481444332998997|Race/Ethnicity|Students of Color|0|7|0|0|0|480|997|na|2024
|All Schools|All Regions|PS|q04a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Parents/Guardians|Rank|567|1407|0.402985074626866|All|All|0|1|0|0|0|567|1407|na|2024
|All Schools|All Regions|PS|q04a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Parents/Guardians|Rank|181|416|0.435096153846154|First Generation Status|Not First Generation|0|1|0|0|0|181|416|na|2024
|All Schools|All Regions|PS|q04a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Parents/Guardians|Rank|386|991|0.389505549949546|First Generation Status|First Generation|0|2|0|0|0|386|991|na|2024
|All Schools|All Regions|PS|q04a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Parents/Guardians|Rank|10|53|0.188679245283019|Gender|Other/Prefer Not to Say|0|1|0|0|0|10|53|na|2024
|All Schools|All Regions|PS|q04a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Parents/Guardians|Rank|84|125|0.672|Gender|Unknown|0|2|0|0|0|84|125|na|2024
|All Schools|All Regions|PS|q04a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Parents/Guardians|Rank|161|517|0.311411992263056|Gender|Male|0|3|0|0|0|161|517|na|2024
|All Schools|All Regions|PS|q04a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Parents/Guardians|Rank|312|712|0.438202247191011|Gender|Female|0|4|0|0|0|312|712|na|2024
|All Schools|All Regions|PS|q04a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Parents/Guardians|Rank|165|209|0.789473684210526|Grade Level|10th Grade|0|1|0|0|0|165|209|na|2024
|All Schools|All Regions|PS|q04a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Parents/Guardians|Rank|79|324|0.243827160493827|Grade Level|9th Grade|0|2|0|0|0|79|324|na|2024
|All Schools|All Regions|PS|q04a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Parents/Guardians|Rank|195|431|0.452436194895592|Grade Level|11th Grade|0|3|0|0|0|195|431|na|2024
|All Schools|All Regions|PS|q04a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Parents/Guardians|Rank|128|443|0.288939051918736|Grade Level|12th Grade|0|4|0|0|0|128|443|na|2024
|All Schools|All Regions|PS|q04a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Parents/Guardians|Rank|22|33|0.666666666666667|Race/Ethnicity|Asian/Asian American|0|1|0|0|0|22|33|na|2024
|All Schools|All Regions|PS|q04a|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different post-high school options.|Parents/Guardians|Rank|40|90|0.444444444444444|Race/Ethnicity|Black/African American|0|2|0|0|0|40|90|na|2024
