ext_reference_cleaned|School|Region|construct|question|question_header|question_subheader|answer_type|count_met|count_staffs|pct_met|report_group|staff_group|Placeholder|Construct_rpt|Survey_Question_Filter|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_staffs_og|suppression_notes|year
|All Schools|All Regions|FA|q07b|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|0|22|0|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|0|22|na|2024
|All Schools|All Regions|FA|q07b|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|22|110|0.2|Gender|Female|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|2|0|0|0|22|110|na|2024
|All Schools|All Regions|FA|q07b|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|11|110|0.1|Gender|Male|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|3|0|0|0|11|110|na|2024
|All Schools|All Regions|FA|q07b|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|0|11|0|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|0|11|na|2024
|All Schools|All Regions|FA|q07b|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|0|11|0|Race/Ethnicity|Unknown|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|2|0|0|0|0|11|na|2024
|All Schools|All Regions|FA|q07b|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|0|11|0|Race/Ethnicity|Staff of Color|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|3|0|0|0|0|11|na|2024
|All Schools|All Regions|FA|q07b|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Washington College Grant|Yes/No|33|220|0.15|Race/Ethnicity|White|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|4|0|0|0|33|220|na|2024
|All Schools|All Regions|FA|q07c|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|88|242|0.363636363636364|All|All|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|88|242|na|2024
|All Schools|All Regions|FA|q07c|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|0|22|0|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|0|22|na|2024
|All Schools|All Regions|FA|q07c|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|33|110|0.3|Gender|Female|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|2|0|0|0|33|110|na|2024
|All Schools|All Regions|FA|q07c|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|55|110|0.5|Gender|Male|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|3|0|0|0|55|110|na|2024
|All Schools|All Regions|FA|q07c|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|11|11|na|2024
|All Schools|All Regions|FA|q07c|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|0|11|0|Race/Ethnicity|Unknown|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|2|0|0|0|0|11|na|2024
|All Schools|All Regions|FA|q07c|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|College Bound Scholarship|Yes/No|11|11|1|Race/Ethnicity|Staff of Color|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|3|0|0|0|11|11|na|2024
